order_id,customer_id,order_date,region_code,status
1,-1,2026-03-01 09:41:40,North,PLACED
2,214,2025-12-16 14:19:34,North,RETURNED
3,360,2025-11-23 19:37:11,North,DELIVERED
4,52,2025-06-07 16:44:48,East,RETURNED
5,71,2025-08-17 00:40:22,North,RETURNED
6,61,2025-05-30 07:10:53,North,CANCELLED
7,103,2025-04-21 05:23:56,South,DELIVERED
8,152,2026-05-18 00:58:12,West,SHIPPED
9,247,2024-08-10 06:48:40,North,PLACED
10,465,2025-12-31 10:04:03,West,SHIPPED
11,400,2025-08-23 01:33:31,North,DELIVERED
12,234,2025-06-05 17:23:14,East,DELIVERED
13,52,2025-01-01 18:59:48,North,DELIVERED
14,347,2026-07-06 10:30:36,North,PLACED
15,456,2026-03-22 17:01:21,South,SHIPPED
16,458,2025-07-17 00:29:43,East,PLACED
17,176,2026-03-12 19:26:45,West,CANCELLED
18,140,2026-02-24 14:08:29,West,CANCELLED
19,409,2025-04-29 15:49:35,South,PLACED
20,433,2025-04-05 19:11:19,West,RETURNED
21,292,2025-10-08 01:42:54,South,RETURNED
22,184,2026-03-24 12:17:10,South,CANCELLED
23,58,2026-02-03 09:38:58,West,PLACED
24,336,2026-06-12 16:46:44,South,DELIVERED
25,353,2026-02-19 01:10:59,North,CANCELLED
26,128,2026-04-18 19:25:31,West,SHIPPED
27,286,2025-12-30 16:38:02,North,PLACED
28,81,2025-09-28 00:44:00,West,CANCELLED
29,39,2024-09-21 10:38:17,East,SHIPPED
30,143,2025-06-03 00:45:37,South,RETURNED
31,207,2024-10-19 12:49:30,North,CANCELLED
32,294,2025-01-21 05:37:22,West,CANCELLED
33,255,2025-07-13 03:37:13,North,PLACED
34,19,2026-02-22 09:42:27,North,PLACED
35,494,2025-01-04 03:25:02,East,RETURNED
36,336,2026-06-14 10:17:01,East,DELIVERED
37,419,2026-05-05 18:58:34,West,DELIVERED
38,318,2024-09-10 15:32:09,East,CANCELLED
39,389,2025-02-12 13:32:11,North,DELIVERED
40,325,2025-10-15 06:02:26,East,RETURNED
41,360,2026-05-19 13:10:18,South,CANCELLED
42,368,2025-09-02 20:56:38,West,PLACED
43,101,2025-05-20 22:47:23,West,SHIPPED
44,401,2025-01-23 18:53:46,East,PLACED
45,24,2024-12-01 08:40:12,North,CANCELLED
46,302,2024-07-11 19:01:15,South,CANCELLED
47,-1,2026-01-09 08:33:19,West,RETURNED
48,261,2026-02-05 03:37:23,South,RETURNED
49,418,2026-03-12 16:57:53,West,RETURNED
50,165,2024-07-13 01:40:44,West,CANCELLED
51,469,2025-09-29 11:31:27,South,DELIVERED
52,176,2025-08-17 09:55:35,West,SHIPPED
53,309,2024-10-07 01:32:50,East,RETURNED
54,365,2025-08-15 06:07:34,South,SHIPPED
55,366,2024-07-13 03:10:11,East,SHIPPED
56,333,2025-04-24 20:07:36,South,RETURNED
57,327,2025-11-27 22:41:13,North,DELIVERED
58,299,2024-12-14 02:20:42,West,RETURNED
59,434,2025-12-23 17:57:51,North,RETURNED
60,196,2026-03-24 06:03:44,North,SHIPPED
61,403,2025-03-09 21:53:52,East,DELIVERED
62,32,2025-05-21 02:29:15,East,SHIPPED
63,17,2025-04-14 22:15:41,West,PLACED
64,346,2024-09-28 07:55:05,South,RETURNED
65,262,2024-11-04 18:20:41,East,PLACED
66,199,2025-06-03 11:36:47,East,RETURNED
67,381,2025-11-25 15:19:07,West,SHIPPED
68,361,2025-10-05 05:09:15,East,RETURNED
69,309,2025-01-20 13:07:11,South,DELIVERED
70,350,2025-01-26 12:06:07,South,RETURNED
71,21,2026-05-02 14:59:17,East,SHIPPED
72,434,2025-08-27 22:46:57,East,CANCELLED
73,80,2025-06-01 12:49:21,East,RETURNED
74,478,2025-09-19 03:16:45,East,CANCELLED
75,282,2025-04-17 13:09:46,East,RETURNED
76,95,2025-10-25 19:20:44,South,CANCELLED
77,207,2025-02-06 13:53:01,South,SHIPPED
78,170,2025-12-18 04:28:22,South,RETURNED
79,288,2025-05-12 06:08:43,North,PLACED
80,229,2026-02-13 22:45:33,South,PLACED
81,165,2024-12-12 18:11:17,North,CANCELLED
82,371,2025-05-24 12:11:39,East,RETURNED
83,229,2025-09-09 09:02:42,East,SHIPPED
84,43,2026-03-08 07:56:17,South,RETURNED
85,321,2025-09-13 14:47:04,South,CANCELLED
86,106,2025-07-17 06:54:50,West,PLACED
87,79,2024-11-23 08:38:16,East,PLACED
88,28,2025-04-21 02:19:58,East,RETURNED
89,421,2025-09-14 19:19:38,East,CANCELLED
90,323,2025-09-11 13:21:37,East,PLACED
91,61,2025-07-18 07:00:21,North,RETURNED
92,-1,2025-01-20 15:49:16,East,RETURNED
93,403,2025-03-02 17:29:27,North,DELIVERED
94,225,2025-09-29 05:15:39,North,CANCELLED
95,113,2025-04-01 00:19:47,West,RETURNED
96,325,2026-02-28 21:05:39,East,PLACED
97,285,2026-01-06 12:26:08,North,PLACED
98,202,2025-05-12 18:44:22,North,DELIVERED
99,380,2026-01-30 01:02:30,East,SHIPPED
100,331,2024-10-22 18:50:48,South,SHIPPED
101,316,2026-05-02 15:23:53,South,PLACED
102,410,2026-05-09 12:01:52,North,RETURNED
